title,stemmed_text
The Art of War,ruthless terrorist threaten bring unit nation frame one man believ stop intern secur expert name shaw must run alli becom solitari forc good tri stop could becom world war iii
The New World,drama explor john smith clash nativ american english settler centuri
Metallica: Some Kind of Monster,bassist jason newst quit band heavi metal superstar metallica realiz need intervent reveal documentari filmmak follow three rock star hire group therapist grappl year repress anger aggress search replac bass player creat new album confront person demon band learn open way never thought possibl
The Belles of St. Trinian's,unruli schoolgirl st trinian interest men mischief homework hockey greater troubl ever beckon arriv school princess fatima makyad coincid return recent expel arabella fritton kidnap prize racehors mind first film classic comedi seri
The River Why,young man abandon famili solitari life fli fish goal find way fish world therebi find love
Driving Lessons,shi teenag boy tri escap influenc domin mother world chang begin work retir actress
Der Schlüssel zum Erfolg,overview found
Superman IV: The Quest for Peace,global superpow engag increasingli hostil arm race superman lead crusad rid world nuclear weapon lex luthor recent sprung jail declar war man steel quest save planet use strand superman hair luthor synthes power alli known nuclear man ignit epic battl span earth space
The Long Kiss Goodnight,samantha cain suburban homemak ideal mom year old daughter caitlin live honesdal pa job teach school make best rice krispi treat town receiv bump head begin rememb small part previou life lethal top secret agent
Employee of the Month,employe month guy whose day spiral bad wors get fire dream job bank dump fianc e sara david best friend jack tri convinc best opposit occur bank robberi million dollar becom part day hell
The Defiant Ones,two convict white racist angri black man escap chain
House,roger cobb author separ wife move new hous tri work novel base experi vietnam war strang thing start happen around littl thing first becom frequent cobb becom awar hous resent presenc
The Mission,spanish jesuit goe south american wilder build mission hope convert indian region slave hunter convert join mission spain sell coloni portug forc defend built portuges aggressor
National Lampoon's European Vacation,griswald win vacat europ game show pack bag contin best catch flavor europ know good tourist besid troubl take holiday countri speak languag
Vegas Vacation,griswold famili hit road typic ill fate vacat time glitzi mecca slot showgirl la vega
The Corporation,sinc late centuri american legal decis busi corpor organiz model legal person becom domin econom polit social forc around globe film take depth psycholog examin organ model variou case studi studi illustr behaviour type person typic act like danger destruct psychopath without conscienc furthermor see profound threat psychopath world futur also peopl courag intellig determin stop
Midway,war drama depict u japanes forc naval battl midway becam turn point american world war ii
High Society,childhood friend traci lord c k dexter got marri quickli divorc traci marri time shrewd social climb businessman c k still love spi magazin blackmail traci famili threaten reveal playboy father exploit allow cover wed
"Honey, We Shrunk Ourselves",joke absent mind scientist wayn szalinski troublesom invent shrink brother wive effect children think complet disappear cours give kid free rein anyth want unawar parent watch everi move
From Here to Eternity,hawaii privat cruelli punish box unit team captain wife second command fall love
Dead End,christma eve way law famili frank harrington decid tri shortcut first time year turn biggest mistak life
Sleepwalkers,charl bradi mother mari last die breed whose need world sleepwalk abl stay aliv feed life forc innoc destin roam earth avoid discoveri search next victim search take sleepi littl town travi indiana beauti teenag tanya robertson becom unwil pawn nightmarish fight surviv
Beyond Re-Animator,tamper mother natur disastr result dr herbert west continu research serv time maximum secur prison previou exploit west limit prison cell experi suddenli interrupt arriv new prison doctor brother girl suffer west experi year earlier
The Lion King 1½,timon meerkat pumbaa warthog best pal unsung hero african savanna prequel smash disney anim adventur take back way back simba adventur began find timon pumbaa tag along search perfect home attempt rais rambuncti lion cub
Fever Pitch,lindsay stuck middl relationship ben passion boston red sox
The Ghost Writer,writer stumbl upon long hidden secret agre help former british prime minist adam lang complet memoir remot island politician assist drown mysteri accid
Halloween: Resurrection,serial killer michael myer finish lauri strode rivalri final come end last see myer freddi harri nora winston realiti programm dangertain plan send group thrill seek teenag childhood home myer camera place hous one get hous michael arriv home
Dead Presidents,street call cash dead presid vietnam veteran return home war find drawn life crime aid fellow vet plan ultim heist dare robberi armor car fill unmark u currenc
Gypo,gypo stori work class famili margat kent town immigr becom focu public discont film tell stori coupl week famili life begin young czech girl tash come visit film made tradit costum light prop set give film gritti textur appropri stori
Welcome to the Dollhouse,unattract grader struggl cope suburban life middl child inattent parent bulli school
Mighty Aphrodite,lenni wife amanda adopt babi lenni realiz son geniu becom obsess find boy biolog mother hope brilliant learn max mother linda ash kindheart prostitut porn star lenni determin reform immor lifestyl greek choru chime relat plot greek mytholog quirki comedi
The Amityville Horror,georg lutz wife kathleen move long island dream hous children live turn hellish nightmar legaci murder commit hous gradual affect famili priest brought tri exorcis demon presenc home
Quiz Show,lawyer richard goodwin discov twenti one success tv quiz show rig decid expos team behind show
